meta_loss
3.851304
3.7873344
3.725563
3.6666763
3.6111884
3.5587833
3.5124288
3.470397
3.4303734
3.391692
3.3557014
3.3245242
3.2966108
3.274129
3.2511342
3.2312548
3.220172
3.2047524
3.1863384
3.1654243
3.1479068
3.130029
3.1149778
3.1009195
3.0925815
3.079675
3.0675073
3.0557535
3.0440829
3.0322871
3.0207777
3.0092723
2.9986095
2.988153
2.9785106
2.9691968
2.9591079
2.9490597
2.9389725
2.9288235
2.9186256
2.9080644
2.8980083
2.888229
2.8784335
2.8685653
2.8586357
2.8471458
2.8370428
2.8267143
2.8164968
2.8061867
2.7958462
2.785562
2.7750173
2.764533
2.754102
2.7437115
2.73308
2.722501
2.7114854
2.7008543
2.6901197
2.6793258
2.668537
2.6576934
2.6467586
2.634962
2.623565
2.6121922
2.6006913
2.5891607
2.577366
2.5656953
2.553855
2.5419612
2.5300179
2.517974
2.5050683
2.4925883
2.4799342
2.4671419
2.4504046
2.4358761
2.4212039
2.4063308
2.3912537
2.3760626
2.3624003
2.348835
2.334196
2.3205748
2.3067858
2.2921364
2.2772093
2.2623425
2.2469342
2.2327416
2.2186594
2.20451
2.1903431
2.176201
2.1620266
2.1478386
2.1333761
2.1195905
2.1068287
2.0946555
2.0822191
2.0699246
2.0577073
2.0453272
2.032963
2.0207152
2.0088923
1.9962791
1.9840232
1.9724623
1.9613595
1.9507178
1.940155
1.9298995
1.9199823
1.9109747
1.9019214
1.8928261
1.8837509
1.8748348
1.8667239
1.8587097
1.8507649
1.8431895
1.8356037
1.8280174
1.8204094
1.8131942
1.805931
1.7988063
1.7918832
1.7850865
1.7783566
1.7717603
1.7665385
1.7603008
1.7542056
1.7485865
1.7430279
1.7378868
1.7329286
1.7277037
1.7224053
1.7173616
1.712524
1.7076037
1.7045277
1.7000635
1.6951824
1.690481
1.6858927
1.6813586
1.676735
1.6721684
1.6678507
1.6666266
1.6630565
1.6594785
1.6561826
1.6528244
1.6493146
1.6455259
1.6419966
1.6386006
1.6349963
1.6314092
1.6280473
1.625182
1.6225653
1.6193856
1.6162807
1.6130558
1.6100333
1.607242
1.6043391
1.601376
1.5983391
1.5953898
1.5925565
1.5896189
1.5865644
1.5835676
1.580505
1.5774425
1.5743684
1.5715071
1.5685359
1.565469
1.5624087
1.5591352
1.5561274
1.5532936
1.5501876
1.547044
1.5442003
1.5411674
1.5380906
1.5350903
1.5320299
1.5288031
1.5255438
1.5226157
1.5195637
1.5163667
1.513349
1.5104147
1.5071989
1.5040333
1.5010388
1.4979619
1.4948752
1.4916278
1.4886949
1.4856902
1.48263
1.4795172
1.4762336
1.4734309
1.4703332
1.4672936
1.4641868
1.4611176
1.4579648
1.4549665
1.451984
1.4490315
1.4457372
1.4424026
1.4394768
1.4365941
1.433518
1.4304266
1.4274246
1.4243628
1.4213941
1.4183755
1.4152223
1.4121101
1.4093331
1.4063913
1.4031817
1.4001473
1.3971243
1.3950683
1.3919424
1.3889337
1.3861417
1.3833209
1.380455
1.3776147
1.374779
1.3718805
1.3692341
1.366411
1.3633609
1.3602729
1.3572646
1.3545725
1.3517337
1.3488324
1.3457841
1.3429707
1.3401927
1.3372588
1.3342357
1.3312212
1.3287327
1.325731
1.3226479
1.3193398
1.3165852
1.3135833
1.3106867
1.307803
1.304959
1.3021642
1.2992628
1.2964481
1.2934378
1.2905871
1.2876823
1.2848985
1.2818757
1.2790145
1.275809
1.2726766
1.2695483
1.2663822
1.2633325
1.2600815
1.2565268
1.253131
1.2501084
1.2463257
1.2428012
1.2394439
1.2309303
1.2264721
1.2223134
1.2191083
1.2158397
1.2116827
1.2072291
1.2030807
1.1985788
1.1948358
1.1913759
1.1881508
1.1844693
1.1803198
1.1762524
1.1724821
1.1684712
1.164308
1.1600715
1.1559807
1.1518593
1.1474799
1.1431799
1.1391459
1.1349785
1.1304022
1.1248666
1.1247362
1.1159222
1.1115656
1.2078599
1.2037295
1.1988388
1.193627
1.1833794
1.176849
1.0786947
1.0740184
1.0689213
1.1537024
1.1547091
1.1485336
1.1420482
1.1360965
1.125804
1.1214225
1.0402485
1.0353581
1.0298722
1.0241483
1.0931671
1.0877628
1.0823846
1.0764021
1.0700278
1.0634987
1.0568311
0.98274404
0.9770178
0.9706854
1.0285999
1.0214385
1.0242357
1.0271093
1.0201259
1.0062929
0.9995706
0.9281045
0.9226349
0.9164442
0.9098174
0.90359753
0.95550376
0.94871247
0.9412229
0.9344741
0.927985
0.92116165
1.0720267
1.0639184
1.05418
0.9675983
0.95957863
0.87773055
0.8684615
0.86085457
0.81521153
0.80937713
0.80257225
0.7956386
0.82582074
0.82644504
0.8193229
0.8117484
0.9435073
0.9345341
0.94542074
0.851209
0.74675375
0.73837835
0.7309628
0.752076
0.74462926
0.7379086
0.7312645
0.7239361
0.7159113
0.70778465
0.7086133
0.7018366
0.823422
0.81533265
0.82564497
0.6847672
0.66764164
0.651772
0.6455275
0.6401583
0.63351035
0.625894
0.61833566
0.6912221
0.68331057
0.8205458
0.6708666
0.6991477
0.59142506
0.583353
0.56235194
0.5558889
0.5467088
0.53629315
0.52707106
0.5194199
0.5117155
0.5030323
0.4949066
0.48761475
0.4804755
0.47342184
0.46645847
0.46003115
0.4536917
0.44628033
0.43966395
0.43321112
0.5160027
0.5087569
0.54515463
0.42957312
0.5279554
0.5191708
0.5090723
0.4556335
0.57855636
0.540233
0.5762527
0.5618498
0.38359782
0.37492743
0.3693954
0.36364985
0.3580065
0.35111135
0.3431451
0.33435223
0.32565868
0.3171845
0.3092202
0.3013797
0.2941045
0.28692743
0.29355088
0.27397534
0.26770136
0.26128578
0.25555095
0.24970153
0.2440256
0.24211782
0.2368912
0.2903378
0.28361875
0.27485988
0.27054086
0.29420352
0.25280425
0.23894878
0.23304538
0.22486961
0.21546337
0.21297169
0.20461024
0.19923669
0.19236358
0.18682773
0.18206228
0.1770641
0.17584822
0.17061855
0.16763459
0.16300772
0.1599162
0.1559792
0.1530577
0.149107
0.14624172
0.14232634
0.13922144
0.13562176
0.13265839
0.12947479
0.12687299
0.12386746
0.12377255
0.12077523
0.118103065
0.11550795
0.11272792
0.11048014
0.10779597
0.10565302
0.10323512
0.10078633
0.098823994
0.10168215
0.09684054
0.096849464
0.09151378
0.09235141
0.08720391
0.08755934
0.083016805
0.08312106
0.07983345
0.07869095
0.07671561
0.074510664
0.073709406
0.07114808
0.07055924
0.068101026
0.06745797
0.06533712
0.064451754
0.06294425
0.06186675
0.06051713
0.05949267
0.058181018
0.05716134
0.055976816
0.06952415
0.06207541
0.052871402
0.057220034
0.051984858
0.053469524
0.05026353
0.05001494
0.049415287
0.046719704
0.048050694
0.05607603
0.052685235
0.062862955
0.048876237
0.051780634
0.054119185
0.043421466
0.05000886
0.048534036
0.041433375
0.047477383
0.041887064
0.039865695
0.043147177
0.0387336
0.037831683
0.039796982
0.036687106
0.03685096
0.037158664
0.034985956
0.034824654
0.034765005
0.03297541
0.03285072
0.032517012
0.031038865
0.030908076
0.030387504
0.029221041
0.02894061
0.028607192
0.028139712
0.027519688
0.0271328
0.026673026
0.0261173
0.025759164
0.02518217
0.024689166
0.024379155
0.023758983
0.023433186
0.02300535
0.02261656
0.022359023
0.022014769
0.021717401
0.02139786
0.021241965
0.021035237
0.020714402
0.020443713
0.020479007
0.020116257
0.019901972
